,Open,High,Low,10dRSI,MA5,MA20,Bias%,Close
19,1.245004,1.2471,1.242699,77.30606547241531,1.2426388,1.2279631,0.044679113512307675,1.243194
20,1.243394,1.250797,1.242993,80.42952448102868,1.2443383999999997,1.2305576999999999,0.3258438379785076,1.248393
21,1.248595,1.256297,1.248299,83.57112935777462,1.2473166,1.2328575499999999,0.6074961240794804,1.254894
22,1.255004,1.264894,1.253007,85.23524736128391,1.2500572,1.23519275,0.7155512563744973,1.259002
23,1.259002,1.260796,1.247396,83.38927571036609,1.2527354,1.23769775,0.4357344735368771,1.258194
24,1.258194,1.262802,1.252693,83.38927571036608,1.2557354,1.2396726999999998,0.19578965441286256,1.258194
25,1.263903,1.269406,1.263695,87.67373217760486,1.2597964000000001,1.2420075499999998,0.7065903665068382,1.268698
26,1.268907,1.280803,1.267202,88.7215294605669,1.2632382,1.24436295,0.7017520527799117,1.272103
27,1.272394,1.273999,1.262499,72.59573215487036,1.2642567999999998,1.2466129000000001,-0.012798032804718055,1.264095
28,1.264095,1.278707,1.256502,79.51861451715641,1.2681176,1.2493675999999998,0.739710575738398,1.277498
29,1.277498,1.286703,1.271294,82.58073942398632,1.2736572000000002,1.2522673,0.9606038422269255,1.285892
30,1.284802,1.289707,1.273804,66.95122785825086,1.2747368,1.2543722499999999,-0.050269200669502676,1.274096
31,1.274405,1.279705,1.271892,69.4041030078113,1.2760348,1.25669215,0.20048042576896627,1.278593
32,1.278805,1.278805,1.240602,55.639032779239706,1.2762362,1.25793715,-0.8724247126041476,1.265102
33,1.265599,1.267106,1.256897,51.4340749090641,1.272756,1.2588271,-0.9946132644434578,1.260097
34,1.260001,1.261002,1.2364,38.369634679591805,1.2635382,1.2588924000000001,-1.878471105978431,1.239803
35,1.238697,1.242406,1.234004,36.159063203088664,1.2558004,1.258668,-1.6239364153730256,1.235407
36,1.235102,1.260208,1.234995,52.435728029542005,1.2518632,1.2596132,0.5626653135901697,1.258907
37,1.258099,1.266994,1.256597,56.13505868230495,1.2520234,1.2606434,1.1085735298557602,1.265903
38,1.265807,1.274892,1.264494,59.44392151372703,1.2545055999999999,1.26202865,1.4350195009093691,1.272508
39,1.272394,1.277596,1.257008,50.36640725694477,1.258206,1.2627842,0.00786834588295329,1.258305
40,1.257498,1.261098,1.246106,45.22949525379517,1.2608842,1.26280445,-0.9585495638695398,1.248798
41,1.248595,1.265999,1.244694,53.4886065525323,1.2618418,1.2632445,0.14686468620709817,1.263695
42,1.263408,1.264398,1.242005,43.86916005291285,1.257501,1.26250435,-1.0578122800697514,1.244199
43,1.244106,1.252693,1.237103,42.477706840416175,1.2512,1.2616448,-0.8149776214833768,1.241003
44,1.241003,1.248502,1.235498,45.93662949394421,1.2489000000000001,1.26107535,-0.1677476179037697,1.246805
45,1.247598,1.248206,1.239603,44.15544530281921,1.2478008,1.25980555,-0.3605383166928676,1.243302
46,1.253793,1.256108,1.2505,50.37586163101403,1.2457606,1.2588751,0.6207773788960737,1.253494
47,1.254595,1.256108,1.2505,50.677129644371334,1.2477202,1.2583701999999999,0.5030615036928929,1.253997
48,1.253793,1.2636,1.252395,52.706677758599895,1.250959,1.25735515,0.4986574300196862,1.257197
49,1.257008,1.272605,1.251894,60.02094221335764,1.2555983999999998,1.25656065,1.147150235298189,1.270002
50,1.265502,1.275705,1.265502,59.54468887459635,1.2608191999999998,1.25632615,0.6810492733613375,1.269406
51,1.269293,1.278707,1.267395,58.76064645907846,1.2638212,1.2558216999999998,0.370527096712739,1.268504
52,1.268295,1.284703,1.265807,66.61333646620831,1.2696228,1.25671685,1.0540295905208932,1.283005
53,1.283302,1.284703,1.279607,65.46710967171576,1.2745444000000001,1.25780225,0.5696623828875597,1.281805
54,1.281706,1.288992,1.272508,57.25208512990479,1.2751038,1.25945205,-0.18075391195602153,1.272799
55,1.272993,1.279001,1.2722,59.57044668649687,1.2765232000000002,1.2615068500000002,-0.001582423257191706,1.276503
56,1.276406,1.287797,1.276308,64.87856622202949,1.279981,1.26285115,0.454069240090277,1.285793
57,1.286306,1.292207,1.266592,53.68010302025118,1.2778816000000002,1.2631814000000001,-0.42050844147064953,1.272508
58,1.272896,1.276699,1.265999,55.723573255610034,1.2766616,1.26334125,-0.07492980128797351,1.275705
59,1.275803,1.276096,1.250297,41.90697921458838,1.2729422,1.2631361,-1.4721956739276831,1.254202
60,1.250094,1.259398,1.245702,44.05376241173197,1.269081,1.26355605,-0.9364256497418215,1.257197
61,1.257197,1.2711,1.252897,51.15238548279015,1.2654818,1.26376115,0.1829500827273819,1.267797
62,1.267893,1.270406,1.248393,41.230245258497156,1.2609207999999998,1.26403635,-0.8896514356809591,1.249703
63,1.250094,1.251799,1.239695,38.95651692728534,1.2547404,1.26422635,-0.7919885260727936,1.244803
64,1.244803,1.250704,1.238099,42.279654368002504,1.2537814,1.26435645,-0.3488965460805298,1.249407
65,1.253903,1.254107,1.242993,39.868126339817664,1.2513026000000003,1.2644315,-0.5194267158080036,1.244803
66,1.245004,1.245004,1.220301,29.84490209561515,1.2418242,1.26277705,-1.7248174097428584,1.220405
67,1.220197,1.222001,1.206899,29.40421121389043,1.2357027999999999,1.261032,-1.3439153815949858,1.219096
68,1.219393,1.224095,1.2143,30.798060740258027,1.2308828000000003,1.2592073,-0.8270324355820213,1.220703
69,1.220495,1.242699,1.217997,43.26344497910164,1.2283608,1.25754705,0.686785185590423,1.236797
70,1.236507,1.242607,1.234598,47.08660649634752,1.2279216,1.2562071000000001,1.195955833010843,1.242607
71,1.242607,1.246401,1.228697,41.38025443462824,1.2302218,1.2543772,0.13690214236163864,1.231906
72,1.242607,1.246401,1.220703,37.29335422447589,1.231042,1.2513868,-0.637265016140788,1.223197
73,1.223197,1.238007,1.217404,45.472944056309764,1.2339217999999998,1.24905165,0.09564625570275813,1.235102
74,1.234995,1.235407,1.217893,39.384495316570955,1.2310432,1.2465319000000001,-0.7017787840426687,1.222404
75,1.221404,1.231406,1.2213,42.61243388653625,1.2279627999999998,1.2440669999999998,-0.06171196717031637,1.227205
76,1.226904,1.237195,1.224605,42.04298007429952,1.2268028000000002,1.24108265,-0.05679804447791241,1.226106
77,1.226001,1.229196,1.218294,40.19492408638512,1.226704,1.2385924,-0.3261585516962463,1.222703
78,1.222703,1.241897,1.222599,51.47285080732594,1.2274628,1.23675195,0.9314498166461681,1.238896
79,1.238697,1.240695,1.226407,44.558607924516465,1.2283628,1.2353870500000002,-0.11875970193822072,1.226904
80,1.227702,1.239603,1.222703,49.403712075707425,1.2298414000000002,1.2342571,0.38676531786943324,1.234598
81,1.234598,1.236996,1.227295,49.34703899904835,1.2315216,1.2325926,0.24241556136733833,1.234507
82,1.234598,1.236996,1.211094,38.29488959570539,1.2297614,1.2308025500000002,-1.28963228151411,1.213902
83,1.214005,1.219706,1.2108,38.19939092992502,1.2247212,1.22924715,-0.9003028607653805,1.213695
84,1.213799,1.221001,1.209,37.69481647402236,1.2218794000000002,1.2274115499999998,-0.7516617433766452,1.212695
85,1.211402,1.217004,1.206505,41.075377587333826,1.2182806,1.2260016,-0.13762018372449805,1.216604
86,1.216604,1.222599,1.215599,42.75116638482635,1.2150796,1.2259064499999999,0.28166055952219493,1.218502
87,1.218205,1.232195,1.217597,52.80672075259436,1.2185592,1.2265166500000002,1.045562661214982,1.2313
88,1.231194,1.238497,1.225896,56.278391048963094,1.2231216,1.2273068500000002,1.0943637983337053,1.236507
89,1.236598,1.237195,1.2108,41.062064704561905,1.2231626,1.226112,-0.8390217294086575,1.2129
90,1.211504,1.212606,1.198998,35.7810114278415,1.2201022000000001,1.2240467499999999,-1.5408709204851891,1.201302
91,1.201793,1.214595,1.198897,43.93508328137276,1.219023,1.22310675,-0.48538870882665464,1.213106
92,1.213003,1.219795,1.205894,46.18498045460713,1.2160838000000003,1.2227771,0.04277665733231119,1.216604
93,1.216397,1.221702,1.206695,41.47732115452285,1.2103224000000001,1.221407,-0.21666954193363153,1.2077
94,1.207904,1.211299,1.206695,42.1433279011797,1.2094634,1.22071705,-0.070973623509404,1.208605
95,1.209102,1.209599,1.205807,41.3926370377087,1.2106644,1.2197221500000002,-0.27731880114754065,1.207307
96,1.207307,1.208299,1.191001,34.32437923589899,1.2068036,1.21810695,-1.0773584036375055,1.193802
97,1.193503,1.197304,1.187705,35.14263267734402,1.2024228,1.2167068,-0.6422699236907191,1.1947
98,1.1946,1.198998,1.189994,38.90609990035525,1.2006219999999999,1.2146968,-0.16041685059909552,1.198696
99,1.198796,1.204805,1.193104,40.44076928325362,1.1989596,1.21336625,0.11121308841432523,1.200293
100,1.201995,1.207802,1.200293,40.85732734646777,1.1976374,1.2116711500000001,0.25538614609062066,1.200696
101,1.198796,1.201995,1.182802,31.274508124037258,1.1958382,1.2091861,-0.9225495556171435,1.184806
102,1.184806,1.191199,1.182103,29.437039829862943,1.1930982,1.207541,-1.014015443154642,1.181
103,1.180693,1.193104,1.179106,41.06750914462448,1.1918602,1.2064815500000001,0.05418420717463589,1.192506
104,1.192293,1.193902,1.180206,36.68631402856682,1.1888022,1.2050969500000002,-0.3195821811231509,1.185003
105,1.180094,1.188693,1.176498,37.85851673175338,1.1859024000000002,1.2035766,0.02484184195931306,1.186197
106,1.186296,1.1946,1.183698,44.296287108455864,1.1875222,1.20229675,0.4532799471033064,1.192905
107,1.193104,1.194401,1.182802,38.5975520478392,1.1881824,1.1999468,-0.32666701678126475,1.184301
108,1.184301,1.198495,1.180805,48.59057410225299,1.1888814,1.1979215,0.5988486319997943,1.196001
109,1.1959,1.200495,1.192905,50.350137400750214,1.1915396,1.1971912,0.5668632414734632,1.198294
110,1.1994,1.199803,1.192506,46.71492931214934,1.1930206,1.1968062,0.04873344181986079,1.193602
111,1.193602,1.211695,1.193503,58.66266812046448,1.196541,1.19667625,1.1671977809368774,1.210507
112,1.210507,1.217804,1.2102,61.703085781753074,1.2028596,1.19664075,1.0836177389281343,1.215894
113,1.215894,1.217493,1.206899,54.88097038297413,1.2051994000000001,1.19664075,0.20748433827629292,1.2077
114,1.207802,1.208693,1.187493,42.36810152516092,1.2031408000000001,1.19561055,-1.2583564616876126,1.188001
115,1.189499,1.189499,1.1816,40.590674395399176,1.2013396,1.194475,-1.39374411698408,1.184596
116,1.184596,1.189103,1.179607,43.38323426970495,1.196878,1.1941948500000001,-0.7251365636263765,1.188199
117,1.188001,1.194101,1.183796,45.2145598328759,1.1918002,1.1939851000000001,-0.1086759341037334,1.190505
118,1.190703,1.193104,1.177995,39.063093400267235,1.1863404,1.19307035,-0.5006488862724331,1.180401
119,1.180401,1.1894,1.178898,45.42964829214732,1.18638,1.1924656500000002,0.15332355569042086,1.188199
120,1.189499,1.205894,1.188199,55.00872076404253,1.1899609999999998,1.1925559,1.0538160494335713,1.202501
121,1.2024,1.203804,1.193602,49.5977028433707,1.1912213999999999,1.19304065,0.2753140600059872,1.194501
122,1.194401,1.203905,1.194401,53.35324633921784,1.1931992,1.19401035,0.602983977863876,1.200394
123,1.200394,1.201403,1.190094,50.052498399293455,1.196259,1.1941700499999999,-0.04672901102520242,1.1957
124,1.1959,1.206797,1.1957,54.75962810089715,1.1991802,1.1950601500000002,0.3022731696203684,1.202805
125,1.200106,1.202501,1.193902,52.514392704615865,1.1986608,1.1957455,0.10371574677339909,1.199904
126,1.199803,1.212606,1.198796,59.06664378536417,1.2017799999999998,1.1966051,0.6920567824393925,1.210097
127,1.210097,1.214005,1.208795,59.67141641541636,1.20392,1.19794475,0.5958867698850249,1.211094
128,1.211006,1.228607,1.209307,68.28803457287155,1.2102992,1.1995245,1.4291342173902124,1.227596
129,1.227295,1.229407,1.220703,63.03812722994995,1.2140996,1.2007001499999999,0.6348243587264292,1.221807
130,1.224005,1.2245,1.218205,61.31195354905697,1.2180986,1.202015,0.14780412685804215,1.219899
131,1.219899,1.226497,1.215998,63.956433616876154,1.2209792,1.20271465,0.28835872060719714,1.2245
132,1.224605,1.230497,1.221001,61.32061083761574,1.2231396,1.20301475,-0.10167277717114312,1.221896
133,1.221896,1.225205,1.217597,61.46224927559443,1.2220414000000002,1.203735,0.005204406331882901,1.222105
134,1.221896,1.229997,1.218606,65.12877019585501,1.2231812000000002,1.20571025,0.353569855390174,1.227506
135,1.2318,1.234004,1.230906,67.832311517232,1.2255614000000001,1.2080704500000001,0.5090401835436291,1.2318
136,1.232407,1.234995,1.224995,60.87821705250443,1.2258825999999998,1.2099658,0.018223604772601862,1.226106
137,1.226196,1.227506,1.202805,42.385608646877046,1.2223628000000002,1.2106553999999998,-1.477940919013589,1.204297
138,1.2045,1.211607,1.203297,47.72945077478434,1.2201224,1.2121805,-0.7556127155767223,1.210903
139,1.210507,1.211094,1.197103,41.62584745900253,1.214922,1.21284575,-1.1044330417919959,1.201504
140,1.196802,1.208795,1.1957,45.49520201600383,1.2098019999999998,1.2130307,-0.29773467063204423,1.2062
141,1.205807,1.217093,1.203398,53.141270646532504,1.2079016,1.2141358500000001,0.7204560371473967,1.216604
142,1.216604,1.216797,1.198696,42.913706471678786,1.2071814,1.21415095,-0.537234917635418,1.200696
143,1.200495,1.207598,1.199702,44.91451135167109,1.2056803999999999,1.21453585,-0.18930389844604814,1.203398
144,1.203297,1.214904,1.197806,52.51644590973106,1.2082808,1.2151209,0.5152113647754761,1.214506
145,1.213799,1.214595,1.208094,51.174256877684385,1.209562,1.2157559999999998,0.2516613451811521,1.212606
146,1.212503,1.213195,1.207001,50.86182452077881,1.2086802,1.2158609,0.29079652334834455,1.212195
147,1.212106,1.219007,1.207307,48.01666531470594,1.2102620000000002,1.21573645,-0.13691250324311938,1.208605
148,1.208795,1.219007,1.204602,54.88885101391996,1.2130632000000001,1.21522685,0.35783790984672614,1.217404
149,1.217093,1.220301,1.211299,56.96987015756887,1.2142221999999998,1.21515155,0.500633244887161,1.220301
150,1.217493,1.222703,1.212797,55.395801845914285,1.2154399999999999,1.21509135,0.26780425195815755,1.218695
151,1.218695,1.219096,1.207496,47.348550050855465,1.2149618,1.2143565500000002,-0.42452363522868614,1.209804
152,1.209497,1.220301,1.206797,54.454447587556366,1.2169204,1.21418165,0.12142125318961526,1.218398
153,1.218294,1.220807,1.213902,52.44750828283307,1.2166806000000001,1.21388665,-0.0390899632985133,1.216205
154,1.216205,1.233,1.214904,62.79712401070188,1.218841,1.2140665,1.0060377030309937,1.231103
155,1.233,1.233198,1.227506,61.68961403391523,1.2211014,1.2139763499999998,0.728489869883042,1.229997
